subject_id,year_in_study,record_date,aerobic_duration,aerobic_pace,aerobic_frequency,walk_without_leash,walk_duration,walk_pace,walk_frequency,walk_reason_bathroom,walk_reason_general_enjoyment,walk_reason_training,walk_reason_other_specify,fetch_games_frequency
grls7DZ7OJBB,1,2015-03,,,,0,10-30 minutes,Average,Once or twice/week,0,1,0,,Occasionally
grls7EDP799,0,2013-10,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,1,10-30 minutes,Brisk,Less than once/week,0,1,1,,Frequently
grls7EDP799,1,2014-12,30-60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,1,10-30 minutes,Brisk,Less than once/month,0,1,0,,Frequently
grls7EDP799,2,2015-12,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,1,,,Never,0,0,0,,Frequently
grls7EG892QQ,0,2014-03,10-30 minutes,Engages in strenuous exercise most of the time (greater than 60%),More than once a day,1,,,Never,0,0,0,,Occasionally
grls7EG892QQ,1,2015-02,30-60 minutes,Engages in strenuous exercise most of the time (greater than 60%),Once/day,1,30-60 minutes,Brisk,More than once a day,0,1,0,,Occasionally
grls7EG892QQ,2,2016-02,30-60 minutes,Engages in strenuous exercise most of the time (greater than 60%),More than once a day,1,30-60 minutes,Brisk,More than once a day,0,0,1,,Frequently
grls7EQ7E0EE,0,2014-03,,,,0,10-30 minutes,Brisk,Less than once/week,0,1,0,,Frequently
grls7EQ7E0EE,1,2015-04,,,,0,10-30 minutes,Brisk,Once or twice/week,0,1,0,,Frequently
grls7EQ7E0EE,2,2016-03,Less than 10 minutes,Bursts of exercise less than 30% of the time,More than once a day,1,10-30 minutes,Average,Less than once/week,0,1,0,,Occasionally
grls7EYMKCMM,0,2014-06,,,,0,10-30 minutes,Average,Once or twice/week,0,0,1,,Frequently
grls7EYMKCMM,1,2015-07,,,,0,10-30 minutes,Average,Less than once/month,0,1,0,,Frequently
grls7EYMKCMM,2,2016-06,,,,0,Less than 10 minutes,Average,Less than once/month,1,0,0,,Frequently
grls7F8IVQ55,0,2013-03,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,1,Less than 10 minutes,Average,Once or twice/week,0,0,0,To and from car to day care,Occasionally
grls7F8IVQ55,1,2014-05,10-30 minutes,Bursts of exercise less than 30% of the time,Once/day,1,10-30 minutes,Slow,Less than once/week,0,0,1,,Occasionally
grls7F8IVQ55,2,2015-05,10-30 minutes,Bursts of exercise less than 30% of the time,More than once a day,1,10-30 minutes,Average,Less than once/month,0,1,0,,Never
grls7FLU3VQQ,0,2014-06,,,,0,10-30 minutes,Average,Once or twice/week,0,1,0,,Frequently
grls7FLU3VQQ,1,2015-06,,,,0,10-30 minutes,Average,Less than once/month,0,1,0,,Occasionally
grls7FLU3VQQ,2,2016-06,,,,0,10-30 minutes,Slow,Less than once/month,0,1,0,,Occasionally
grls7HU5QE00,0,2014-05,,,,0,10-30 minutes,Average,Once or twice/week,0,1,0,,Frequently
grls7HU5QE00,1,2015-04,,,,0,10-30 minutes,Average,Less than once/week,0,1,0,,Frequently
grls7I2V5P33,0,2014-06,,,,0,10-30 minutes,Brisk,More than once a day,1,1,0,,Occasionally
grls7I2V5P33,1,2015-07,,,,0,10-30 minutes,Average,Once/day,1,1,0,,Occasionally
grls7I2V5P33,2,2016-07,,,,0,10-30 minutes,Average,Once or twice/week,0,1,0,,Occasionally
grls7I9S01RR,0,2014-01,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,1,10-30 minutes,Average,Once/day,0,1,0,,Frequently
grls7I9S01RR,1,2015-01,,,,0,10-30 minutes,Brisk,More than once a day,0,1,0,,Frequently
grls7I9S01RR,2,2016-02,,,,0,10-30 minutes,Brisk,Once/day,0,1,0,,Frequently
grls7J2S3MM,0,2014-06,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once or twice/week,1,Less than 10 minutes,Average,Less than once/month,0,1,0,,Frequently
grls7J2S3MM,1,2015-06,30-60 minutes,Engages in strenuous exercise most of the time (greater than 60%),Once or twice/week,1,,,Never,0,0,0,,Frequently
grls7J2S3MM,2,2016-07,30-60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once or twice/week,1,10-30 minutes,Average,Less than once/month,0,1,0,,Frequently
grls7K5JPQDD,0,2015-01,,,,0,Less than 10 minutes,Slow,Once/day,0,1,0,,Frequently
grls7K6Z7LXX,0,2012-09,10-30 minutes,Engages in strenuous exercise most of the time (greater than 60%),More than once a day,1,10-30 minutes,Slow,Once/day,1,0,0,,Frequently
grls7K6Z7LXX,1,2014-02,30-60 minutes,Engages in strenuous exercise most of the time (greater than 60%),More than once a day,1,Less than 10 minutes,Average,Once or twice/week,1,1,1,,Frequently
grls7K6Z7LXX,2,2015-03,10-30 minutes,Engages in strenuous exercise most of the time (greater than 60%),More than once a day,1,30-60 minutes,Average,Less than once/month,0,1,1,,Frequently
grls7K7O3OJJ,0,2013-04,Less than 10 minutes,Bursts of exercise less than 30% of the time,Once/day,1,30-60 minutes,Brisk,More than once a day,1,1,1,,Occasionally
grls7K7O3OJJ,1,2014-04,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,1,30-60 minutes,Average,Once/day,1,1,0,,Occasionally
grls7K7O3OJJ,2,2015-05,10-30 minutes,Bursts of exercise less than 30% of the time,Once or twice/week,1,30-60 minutes,Average,Once/day,1,1,0,,Occasionally
grls7KYQ7C99,0,2014-04,Less than 10 minutes,Engages in strenuous exercise most of the time (greater than 60%),More than once a day,1,10-30 minutes,Average,Once/day,0,1,0,,Never
grls7L0Z2HRR,0,2014-11,,,,0,30-60 minutes,Brisk,Once/day,0,1,0,,Frequently
grls7L0Z2HRR,1,2016-01,,,,0,30-60 minutes,Average,Once/day,0,1,0,,Occasionally
grls7L0Z2HRR,2,2017-01,,,,0,30-60 minutes,Brisk,Once/day,1,1,0,,Frequently
grls7L9I19SS,0,2013-09,,,,0,10-30 minutes,Brisk,Once/day,0,1,0,,Occasionally
grls7L9I19SS,1,2014-08,,,,0,10-30 minutes,Brisk,Once/day,0,1,0,,Never
grls7L9I19SS,2,2015-09,,,,0,10-30 minutes,Brisk,Once/day,0,1,0,,Never
grls7LGGK899,0,2014-03,,,,0,10-30 minutes,Average,Once/day,0,0,1,,Occasionally
grls7LGGK899,1,2015-09,,,,0,Greater than 60 minutes,Brisk,Once/day,0,0,0,Service Dog/ Wheelchair,Occasionally
grls7LGGK899,2,2016-04,,,,0,10-30 minutes,Average,Once or twice/week,0,0,0,Public work-Service Dog,Never
grls7LKAEOGG,0,2014-11,,,,0,10-30 minutes,Brisk,Less than once/month,0,1,0,,Frequently
grls7LKAEOGG,1,2016-01,,,,0,10-30 minutes,Average,Less than once/month,0,1,0,,Frequently
grls7LU6VQWW,0,2014-05,30-60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,1,30-60 minutes,Average,Once/day,1,1,1,,Occasionally
grls7LU6VQWW,1,2015-05,,,,0,Greater than 60 minutes,Average,Once or twice/week,1,1,1,,Frequently
grls7M2P3822,0,2014-08,,,,0,10-30 minutes,Average,Once or twice/week,0,1,0,,Frequently
grls7M2P3822,1,2015-07,Greater than 60 minutes,Engages in strenuous exercise most of the time (greater than 60%),Once/day,1,Greater than 60 minutes,Average,Less than once/week,0,1,0,,Frequently
grls7M2P3822,2,2016-07,Greater than 60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,1,30-60 minutes,Average,Less than once/week,0,1,0,,Frequently
grls7MGT13UU,0,2014-05,10-30 minutes,Engages in strenuous exercise most of the time (greater than 60%),More than once a day,1,10-30 minutes,Average,Once or twice/week,0,1,0,,Occasionally
grls7MGT13UU,2,2016-12,Greater than 60 minutes,Engages in strenuous exercise most of the time (greater than 60%),Once or twice/week,1,10-30 minutes,Brisk,Once or twice/week,0,1,0,,Frequently
grls7NDETY77,0,2012-08,,,,0,10-30 minutes,Average,Less than once/month,0,1,0,,Frequently
grls7NDETY77,1,2013-07,,,,0,10-30 minutes,Average,Less than once/month,0,1,0,,Frequently
grls7NDETY77,2,2014-07,,,,0,Less than 10 minutes,Slow,Less than once/week,0,1,0,,Frequently
grls7O2759MM,0,2014-08,30-60 minutes,Engages in strenuous exercise most of the time (greater than 60%),Once or twice/week,1,Greater than 60 minutes,Average,Once or twice/week,0,1,0,,Occasionally
grls7O2759MM,1,2015-07,30-60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,1,30-60 minutes,Brisk,More than once a day,0,1,0,,Frequently
grls7O2759MM,2,2016-07,30-60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,1,30-60 minutes,Brisk,Once or twice/week,0,1,0,,Occasionally
grls7O56EF66,0,2014-02,,,,0,30-60 minutes,Brisk,Once or twice/week,1,1,1,,Frequently
grls7OS7M9BB,0,2013-01,,,,0,10-30 minutes,Average,Less than once/week,0,1,0,,Frequently
grls7P1KEJVV,0,2015-01,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,1,10-30 minutes,Jog,More than once a day,0,1,0,,Occasionally
grls7P1KEJVV,1,2016-02,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once or twice/week,1,Less than 10 minutes,Jog,More than once a day,1,1,0,,Frequently
grls7P1KEJVV,2,2017-02,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once or twice/week,1,10-30 minutes,Jog,More than once a day,1,1,0,,Frequently
grls7P4NN355,0,2013-02,,,,0,30-60 minutes,Brisk,Once or twice/week,0,0,0,exercise,Frequently
grls7P4NN355,1,2014-06,,,,0,10-30 minutes,Average,Once or twice/week,0,1,0,,Occasionally
grls7P4NN355,2,2015-05,,,,0,10-30 minutes,Brisk,Once or twice/week,0,1,0,,Occasionally
grls7PGZ1RNN,0,2014-04,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,1,30-60 minutes,Brisk,Less than once/month,0,1,0,,Occasionally
grls7PGZ1RNN,1,2015-03,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,1,30-60 minutes,Brisk,Less than once/month,0,1,0,,Occasionally
grls7PGZ1RNN,2,2016-03,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once or twice/week,1,30-60 minutes,Brisk,Less than once/month,0,0,1,,Occasionally
grls7PP8OHLL,0,2014-10,,,,0,Less than 10 minutes,Average,More than once a day,1,0,1,,Never
grls7PP8OHLL,1,2016-02,30-60 minutes,Engages in strenuous exercise most of the time (greater than 60%),Once or twice/week,1,10-30 minutes,Average,More than once a day,1,0,0,,Never
grls7PP8OHLL,2,2016-12,,,,0,Less than 10 minutes,Average,More than once a day,1,0,0,,Never
grls7PXINLII,0,2014-12,Greater than 60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,1,Greater than 60 minutes,Average,Once/day,0,1,0,,Occasionally
grls7PXINLII,1,2015-12,30-60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,1,Greater than 60 minutes,Average,More than once a day,1,1,1,,Frequently
grls7PXINLII,2,2016-12,30-60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,1,30-60 minutes,Brisk,More than once a day,0,1,0,,Frequently
grls7QR8H733,0,2014-01,30-60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once or twice/week,1,30-60 minutes,Average,Once/day,1,1,1,,Occasionally
grls7QR8H733,1,2015-04,30-60 minutes,Bursts of exercise less than 30% of the time,Once or twice/week,1,10-30 minutes,Average,Once/day,1,1,0,,Occasionally
grls7QR8H733,2,2016-03,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Less than once/week,1,10-30 minutes,Average,Once or twice/week,1,1,0,,Occasionally
grls7R3QE5JJ,0,2014-03,,,,0,30-60 minutes,Brisk,Once/day,1,1,1,,Occasionally
grls7R3QE5JJ,1,2015-04,10-30 minutes,Bursts of exercise less than 30% of the time,More than once a day,1,10-30 minutes,Average,Once/day,0,1,0,,Occasionally
grls7R3WBEEE,0,2013-01,,,,0,30-60 minutes,Brisk,Once/day,0,1,0,,Frequently
grls7R3WBEEE,1,2014-02,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,1,30-60 minutes,Brisk,Once/day,0,0,0,all of the above,Frequently
grls7R3WBEEE,2,2015-02,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,1,30-60 minutes,Brisk,Once/day,0,1,1,,Frequently
grls7RFFFN33,0,2012-09,,,,0,10-30 minutes,Brisk,Once/day,0,1,0,,Frequently
grls7RFFFN33,1,2013-11,,,,0,30-60 minutes,Average,Once/day,0,1,0,,Frequently
grls7SGHM4RR,0,2013-06,10-30 minutes,Engages in strenuous exercise most of the time (greater than 60%),Once or twice/week,1,10-30 minutes,Average,Once or twice/week,0,1,0,,Frequently
grls7SGHM4RR,1,2015-02,Less than 10 minutes,Engages in strenuous exercise most of the time (greater than 60%),Once/day,1,30-60 minutes,Brisk,Less than once/week,0,1,1,,Frequently
grls7SGHM4RR,2,2015-12,30-60 minutes,Bursts of exercise less than 30% of the time,Less than once/week,1,30-60 minutes,Brisk,Less than once/week,0,1,1,,Occasionally
grls7TU66244,0,2013-12,,,,0,10-30 minutes,Average,Once or twice/week,0,0,1,,Frequently
grls7TU66244,2,2016-03,10-30 minutes,Engages in strenuous exercise most of the time (greater than 60%),Once/day,1,10-30 minutes,Jog,Once or twice/week,0,0,0,Conditioning,Frequently
grls7VBP7RUU,0,2014-10,,,,0,Less than 10 minutes,Average,Less than once/month,0,0,0,excursions,Frequently
grls7VIICKSS,0,2013-10,10-30 minutes,Bursts of exercise less than 30% of the time,Once or twice/week,1,10-30 minutes,Brisk,Once/day,0,1,0,,Occasionally
grls7VIICKSS,1,2015-04,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,1,10-30 minutes,Average,Once/day,0,1,0,,Frequently
grls7VM38I99,0,2013-07,,,,0,10-30 minutes,Average,Less than once/week,0,1,0,,Occasionally
grls7VM38I99,1,2014-08,,,,0,10-30 minutes,Average,Once/day,0,1,0,,Occasionally
grls7W3BTUSS,0,2013-12,,,,0,30-60 minutes,Brisk,Once/day,0,1,1,,Frequently
grls7W3BTUSS,1,2014-12,30-60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,1,30-60 minutes,Brisk,Once/day,0,1,1,,Occasionally
grls7W3BTUSS,2,2015-12,,,,0,30-60 minutes,Brisk,Once/day,0,1,0,,Frequently
grls7X6XT588,0,2013-09,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,1,30-60 minutes,Brisk,Once or twice/week,0,1,1,,Frequently
grls7X6XT588,1,2014-11,10-30 minutes,Engages in strenuous exercise most of the time (greater than 60%),Once/day,1,30-60 minutes,Brisk,Once or twice/week,0,1,1,,Frequently
grls7X6XT588,2,2015-12,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,1,Greater than 60 minutes,Brisk,Less than once/week,0,1,0,,Frequently
grls7XFLIQOO,0,2014-08,30-60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once or twice/week,1,10-30 minutes,Average,Once/day,0,1,0,,Frequently
grls7XFLIQOO,1,2015-08,30-60 minutes,Engages in strenuous exercise most of the time (greater than 60%),More than once a day,1,10-30 minutes,Brisk,Once/day,0,1,0,,Frequently
grls7XFLIQOO,2,2016-09,30-60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once or twice/week,1,30-60 minutes,Jog,Once or twice/week,1,1,1,,Frequently
grls7XOQ9LBB,0,2014-06,,,,0,10-30 minutes,Brisk,Once/day,0,1,0,,Frequently
grls7XOQ9LBB,1,2015-08,,,,0,30-60 minutes,Brisk,Once/day,0,1,0,,Frequently
grls7XOQ9LBB,2,2016-06,,,,0,10-30 minutes,Brisk,Once/day,0,1,0,,Frequently
grls7XVKX8II,0,2013-03,30-60 minutes,Engages in strenuous exercise most of the time (greater than 60%),Once or twice/week,1,10-30 minutes,Average,Once/day,0,1,1,,Frequently
grls7XVKX8II,1,2014-10,,,,0,10-30 minutes,Average,Once or twice/week,0,1,0,,Frequently
grls7XVKX8II,2,2015-09,Less than 10 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,1,10-30 minutes,Slow,Once or twice/week,0,1,0,,Frequently
grls7YEZWGBB,0,2014-04,,,,0,10-30 minutes,Average,More than once a day,1,1,1,,Frequently
grls7ZCWBCQQ,0,2014-12,10-30 minutes,Bursts of exercise less than 30% of the time,More than once a day,1,10-30 minutes,Average,Less than once/month,0,0,1,,Occasionally
grls7ZCWBCQQ,2,2016-10,Less than 10 minutes,Bursts of exercise less than 30% of the time,Once or twice/week,1,,,Never,0,0,0,,Never
grls7ZDCH9RR,0,2013-04,30-60 minutes,Engages in strenuous exercise most of the time (greater than 60%),Once or twice/week,1,30-60 minutes,Brisk,Once/day,0,1,0,,Frequently
grls7ZDCH9RR,1,2014-02,,,,0,30-60 minutes,Average,More than once a day,0,1,0,,Frequently
grls7ZDCH9RR,2,2015-05,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,1,Greater than 60 minutes,Average,Once/day,1,1,1,,Frequently
grls7ZH3Y8BB,0,2014-10,30-60 minutes,Bursts of exercise less than 30% of the time,More than once a day,1,10-30 minutes,Average,More than once a day,0,0,1,,Frequently
grls7ZH3Y8BB,1,2015-10,Greater than 60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,1,30-60 minutes,Average,Once or twice/week,0,0,1,,Frequently
grls7ZH3Y8BB,2,2016-11,Greater than 60 minutes,Engages in strenuous exercise most of the time (greater than 60%),More than once a day,1,10-30 minutes,Average,Once or twice/week,0,0,1,,Frequently
grls80B7G5OO,0,2014-10,,,,0,30-60 minutes,Average,Once/day,0,1,0,,Occasionally
grls80B7G5OO,1,2015-09,Less than 10 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,1,30-60 minutes,Average,More than once a day,0,1,0,,Occasionally
grls80B7G5OO,2,2016-09,,,,0,30-60 minutes,Average,Once/day,0,1,0,,Occasionally
grls80BUDJKK,0,2013-02,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once or twice/week,1,10-30 minutes,Brisk,More than once a day,1,1,0,,Occasionally
grls80BUDJKK,1,2014-03,10-30 minutes,Bursts of exercise less than 30% of the time,Once or twice/week,1,10-30 minutes,Average,More than once a day,1,1,0,,Occasionally
grls80BUDJKK,2,2015-02,30-60 minutes,Bursts of exercise less than 30% of the time,Less than once/week,1,30-60 minutes,Brisk,Once/day,0,1,0,,Never
grls80GOJXFF,0,2014-01,,,,0,30-60 minutes,Brisk,Once/day,0,1,0,,Occasionally
grls80PK83UU,0,2013-06,,,,0,30-60 minutes,Brisk,Once/day,0,1,0,,Frequently
grls80PK83UU,1,2014-07,,,,0,30-60 minutes,Average,Once/day,0,1,0,,Frequently
grls80PK83UU,2,2015-06,,,,0,30-60 minutes,Brisk,Once/day,0,1,0,,Frequently
grls80VR65RR,0,2014-11,,,,0,30-60 minutes,Average,Once/day,0,1,0,,Occasionally
grls80VR65RR,1,2016-02,,,,0,30-60 minutes,Average,Once/day,0,1,0,,Occasionally
grls80VR65RR,2,2017-02,,,,0,30-60 minutes,Average,Once/day,0,1,0,,Occasionally
grls81EERCKK,0,2014-06,,,,0,10-30 minutes,Slow,Once or twice/week,0,1,0,,Frequently
grls81EERCKK,1,2015-07,Greater than 60 minutes,Engages in strenuous exercise most of the time (greater than 60%),Once or twice/week,1,,,Never,0,0,0,,Frequently
grls81HF1RZZ,0,2013-04,Greater than 60 minutes,Engages in strenuous exercise most of the time (greater than 60%),Once/day,1,Greater than 60 minutes,Brisk,Once/day,0,1,1,,Occasionally
grls81HF1RZZ,1,2014-10,Greater than 60 minutes,Engages in strenuous exercise most of the time (greater than 60%),Once/day,1,30-60 minutes,Brisk,Less than once/week,0,1,1,,Occasionally
grls81HF1RZZ,2,2015-08,Greater than 60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,1,10-30 minutes,Average,Less than once/week,0,1,0,,Occasionally
grls81IZ2ZRR,0,2014-10,,,,0,30-60 minutes,Average,More than once a day,1,1,1,,Occasionally
grls81IZ2ZRR,1,2015-11,,,,0,10-30 minutes,Brisk,More than once a day,1,1,1,,Occasionally
grls81IZ2ZRR,2,2016-11,,,,0,10-30 minutes,Average,More than once a day,1,1,0,,Occasionally
grls81ROBXJJ,0,2014-04,,,,0,30-60 minutes,Brisk,Once/day,0,1,1,,Frequently
grls81ROBXJJ,1,2015-11,,,,0,Greater than 60 minutes,Brisk,Once/day,0,1,0,,Frequently
grls81ROBXJJ,2,2016-11,,,,0,Greater than 60 minutes,Average,Once/day,0,1,0,,Frequently
grls81TX7QQQ,0,2014-04,,,,0,10-30 minutes,Average,Once/day,0,1,0,,Frequently
grls81TX7QQQ,1,2015-05,,,,0,30-60 minutes,Brisk,Once or twice/week,0,1,0,,Occasionally
grls81TX7QQQ,2,2016-05,,,,0,30-60 minutes,Brisk,Once or twice/week,0,1,0,,Occasionally
grls81UM1522,0,2013-03,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,1,30-60 minutes,Average,Once/day,0,1,1,,Occasionally
grls81UM1522,1,2014-03,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,1,30-60 minutes,Brisk,Once or twice/week,0,0,1,,Frequently
grls81UM1522,2,2015-03,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,1,30-60 minutes,Average,Less than once/week,0,1,1,,Frequently
grls82YV1J66,0,2013-04,30-60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,1,10-30 minutes,Brisk,Less than once/month,0,0,1,,Occasionally
grls82YV1J66,1,2014-05,30-60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,1,10-30 minutes,Average,Less than once/month,0,0,1,,Frequently
grls82YV1J66,2,2015-05,,,,0,30-60 minutes,Brisk,Less than once/week,0,1,0,,Frequently
grls83C2TLMM,0,2014-04,,,,0,30-60 minutes,Brisk,Once or twice/week,0,1,1,,Frequently
grls83C2TLMM,1,2015-04,,,,0,30-60 minutes,Brisk,Once/day,0,1,0,,Frequently
grls83C2TLMM,2,2016-05,,,,0,30-60 minutes,Brisk,Once/day,0,1,0,,Occasionally
grls83HHNYHH,0,2014-06,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,1,30-60 minutes,Average,More than once a day,0,1,0,,Frequently
grls83HHNYHH,1,2015-06,30-60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,1,30-60 minutes,Average,More than once a day,1,1,1,,Frequently
grls83HHNYHH,2,2016-06,10-30 minutes,Bursts of exercise less than 30% of the time,Once or twice/week,1,10-30 minutes,Average,Once/day,0,1,0,,Frequently
grls83M185OO,0,2013-03,,,,0,10-30 minutes,Average,Less than once/week,0,1,0,,Occasionally
grls83M185OO,1,2014-03,30-60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Less than once/month,1,10-30 minutes,Average,Less than once/month,0,1,0,,Occasionally
grls83VQG44,0,2013-04,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,1,30-60 minutes,Average,Once or twice/week,0,1,0,,Frequently
grls83VQG44,1,2014-04,30-60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,1,10-30 minutes,Brisk,Once or twice/week,0,1,0,,Frequently
grls83VQG44,2,2015-04,10-30 minutes,Bursts of exercise less than 30% of the time,More than once a day,1,10-30 minutes,Brisk,Less than once/week,0,0,1,,Frequently
grls84LL93EE,0,2014-08,,,,0,10-30 minutes,Average,Once/day,0,1,0,,Occasionally
grls84LL93EE,1,2015-08,,,,0,10-30 minutes,Average,Less than once/week,1,1,0,,Occasionally
grls84ZCVBBB,0,2013-03,,,,0,,,Never,0,0,0,,Frequently
grls84ZCVBBB,1,2014-03,,,,0,,,Never,0,0,0,,Occasionally
grls85B5C844,0,2013-02,30-60 minutes,Engages in strenuous exercise most of the time (greater than 60%),More than once a day,1,10-30 minutes,Average,Less than once/month,0,1,0,,Never
grls85B5C844,2,2015-03,Greater than 60 minutes,Engages in strenuous exercise most of the time (greater than 60%),Once/day,1,,,Never,0,0,0,,Occasionally
grls85KWAGFF,0,2013-03,30-60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,1,10-30 minutes,Average,Less than once/week,0,0,1,,Occasionally
grls85KWAGFF,2,2015-10,30-60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once or twice/week,1,Less than 10 minutes,Slow,Less than once/month,0,0,0,to and from training,Occasionally
grls871HJUOO,0,2014-12,,,,0,10-30 minutes,Average,Less than once/week,0,1,0,,Occasionally
grls879JEY55,0,2014-08,,,,0,30-60 minutes,Average,Once or twice/week,0,1,0,,Frequently
grls879JEY55,1,2015-09,,,,0,30-60 minutes,Average,Less than once/week,0,1,1,,Frequently
grls879JEY55,2,2016-12,,,,0,10-30 minutes,Average,Less than once/week,0,1,0,,Occasionally
grls87P8Z7OO,0,2013-03,30-60 minutes,Bursts of exercise less than 30% of the time,Once/day,1,30-60 minutes,Brisk,More than once a day,0,1,1,,Occasionally
grls87P8Z7OO,1,2014-01,10-30 minutes,Bursts of exercise less than 30% of the time,Once/day,1,30-60 minutes,Brisk,Once/day,0,1,0,,Occasionally
grls87P8Z7OO,2,2015-04,Less than 10 minutes,Bursts of exercise less than 30% of the time,Once/day,1,30-60 minutes,Brisk,Once/day,0,1,0,,Occasionally
grls88B2P9DD,0,2012-12,,,,0,10-30 minutes,Average,More than once a day,1,1,1,,Frequently
grls88B2P9DD,1,2014-03,30-60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once or twice/week,1,30-60 minutes,Brisk,Once/day,1,1,1,,Occasionally
grls88B2P9DD,2,2015-03,30-60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once or twice/week,1,10-30 minutes,Brisk,Once/day,1,1,1,,Occasionally
grls88QLT244,0,2014-12,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,1,10-30 minutes,Average,More than once a day,0,0,1,,Frequently
grls88QLT244,1,2015-12,30-60 minutes,Bursts of exercise less than 30% of the time,More than once a day,1,10-30 minutes,Average,Less than once/week,0,1,0,,Frequently
grls88QLT244,2,2016-12,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,1,Less than 10 minutes,Brisk,Once/day,0,0,1,,Frequently
grls8AT03KK,0,2014-02,Greater than 60 minutes,Engages in strenuous exercise most of the time (greater than 60%),More than once a day,1,10-30 minutes,Brisk,Once or twice/week,0,0,1,,Frequently
grls8AT03KK,1,2015-09,30-60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,1,10-30 minutes,Brisk,Once or twice/week,0,1,0,,Frequently
grls8AT03KK,2,2016-12,30-60 minutes,Engages in strenuous exercise most of the time (greater than 60%),More than once a day,1,10-30 minutes,Brisk,More than once a day,1,0,0,,Frequently
